id,left,top,right,bottom,row_index,col_index
607,150.000000000000000,-30.000000000000000,160.000000000000000,-40.000000000000000,12,33
609,150.000000000000000,-50.000000000000000,160.000000000000000,-60.000000000000000,14,33
614,160.000000000000000,80.000000000000000,170.000000000000000,70.000000000000000,1,34
615,160.000000000000000,70.000000000000000,170.000000000000000,60.000000000000000,2,34
616,160.000000000000000,60.000000000000000,170.000000000000000,50.000000000000000,3,34
620,160.000000000000000,20.000000000000000,170.000000000000000,10.000000000000000,7,34
621,160.000000000000000,10.000000000000000,170.000000000000000,0.000000000000000,8,34
622,160.000000000000000,0.000000000000000,170.000000000000000,-10.000000000000000,9,34
623,160.000000000000000,-10.000000000000000,170.000000000000000,-20.000000000000000,10,34
624,160.000000000000000,-20.000000000000000,170.000000000000000,-30.000000000000000,11,34
626,160.000000000000000,-40.000000000000000,170.000000000000000,-50.000000000000000,13,34
627,160.000000000000000,-50.000000000000000,170.000000000000000,-60.000000000000000,14,34
632,170.000000000000000,80.000000000000000,180.000000000000000,70.000000000000000,1,35
633,170.000000000000000,70.000000000000000,180.000000000000000,60.000000000000000,2,35
634,170.000000000000000,60.000000000000000,180.000000000000000,50.000000000000000,3,35
638,170.000000000000000,20.000000000000000,180.000000000000000,10.000000000000000,7,35
639,170.000000000000000,10.000000000000000,180.000000000000000,0.000000000000000,8,35
640,170.000000000000000,0.000000000000000,180.000000000000000,-10.000000000000000,9,35
641,170.000000000000000,-10.000000000000000,180.000000000000000,-20.000000000000000,10,35
642,170.000000000000000,-20.000000000000000,180.000000000000000,-30.000000000000000,11,35
643,170.000000000000000,-30.000000000000000,180.000000000000000,-40.000000000000000,12,35
644,170.000000000000000,-40.000000000000000,180.000000000000000,-50.000000000000000,13,35
